233_monhab_gopro_cut_day1DLC_resnet50_goprovrJul24shuffle1_1030000.h5;head_shake;40236;40247
233_monhab_gopro_cut_day1DLC_resnet50_goprovrJul24shuffle1_1030000.h5;head_shake;44471;44499
233_monhab_gopro_cut_day1DLC_resnet50_goprovrJul24shuffle1_1030000.h5;head_shake;46139;46165
233_monhab_gopro_cut_day1DLC_resnet50_goprovrJul24shuffle1_1030000.h5;front_preening;46467;46539
233_monhab_gopro_cut_day1DLC_resnet50_goprovrJul24shuffle1_1030000.h5;front_preening;47118;47173
233_monhab_gopro_cut_day1DLC_resnet50_goprovrJul24shuffle1_1030000.h5;head_shake;51882;51900
233_monhab_gopro_cut_day1DLC_resnet50_goprovrJul24shuffle1_1030000.h5;front_preening;57406;57463
233_monhab_gopro_cut_day1DLC_resnet50_goprovrJul24shuffle1_1030000.h5;body_pump;63238;63438
233_monhab_gopro_cut_day1DLC_resnet50_goprovrJul24shuffle1_1030000.h5;front_preening;69666;70453
233_monhab_gopro_cut_day1DLC_resnet50_goprovrJul24shuffle1_1030000.h5;front_preening;70559;70636
233_monhab_gopro_cut_day1DLC_resnet50_goprovrJul24shuffle1_1030000.h5;front_preening;70666;70714
233_monhab_gopro_cut_day1DLC_resnet50_goprovrJul24shuffle1_1030000.h5;front_preening;70761;70893
233_control2_gopro_cut_day3DLC_resnet50_goprovrJul24shuffle1_1030000.h5;tail_shake;145;202
233_control2_gopro_cut_day3DLC_resnet50_goprovrJul24shuffle1_1030000.h5;head_shake;392;407
233_control2_gopro_cut_day3DLC_resnet50_goprovrJul24shuffle1_1030000.h5;back_preening;3008;3208
233_control2_gopro_cut_day3DLC_resnet50_goprovrJul24shuffle1_1030000.h5;head_shake;10777;10809
233_control2_gopro_cut_day3DLC_resnet50_goprovrJul24shuffle1_1030000.h5;back_preening;29654;30227
233_control2_gopro_cut_day3DLC_resnet50_goprovrJul24shuffle1_1030000.h5;feather_clapping;30277;30360
233_control2_gopro_cut_day3DLC_resnet50_goprovrJul24shuffle1_1030000.h5;tail_shake;30360;30413
233_control2_gopro_cut_day3DLC_resnet50_goprovrJul24shuffle1_1030000.h5;head_shake;31315;31348
233_control2_gopro_cut_day3DLC_resnet50_goprovrJul24shuffle1_1030000.h5;front_preening;39452;39585
233_control2_gopro_cut_day3DLC_resnet50_goprovrJul24shuffle1_1030000.h5;head_shake;59906;60031
877_1000ms_gopro_cut_day2DLC_resnet50_goprovrJul24shuffle1_1030000.h5;head_shake;23685;23720
877_1000ms_gopro_cut_day2DLC_resnet50_goprovrJul24shuffle1_1030000.h5;front_preening;24209;24283
877_1000ms_gopro_cut_day2DLC_resnet50_goprovrJul24shuffle1_1030000.h5;front_preening;25578;25646
877_1000ms_gopro_cut_day2DLC_resnet50_goprovrJul24shuffle1_1030000.h5;body_pump;29070;29155
877_1000ms_gopro_cut_day2DLC_resnet50_goprovrJul24shuffle1_1030000.h5;front_preening;29445;29705
877_1000ms_gopro_cut_day2DLC_resnet50_goprovrJul24shuffle1_1030000.h5;tail_shake;30200;30370
877_1000ms_gopro_cut_day2DLC_resnet50_goprovrJul24shuffle1_1030000.h5;body_pump;30370;30507
877_1000ms_gopro_cut_day2DLC_resnet50_goprovrJul24shuffle1_1030000.h5;front_preening;31114;31180
877_control2_gopro_cut_day4DLC_resnet50_goprovrJul24shuffle1_1030000.h5;feather_clapping;10986;11020
877_control2_gopro_cut_day4DLC_resnet50_goprovrJul24shuffle1_1030000.h5;head_shake;30050;30104
877_control2_gopro_cut_day4DLC_resnet50_goprovrJul24shuffle1_1030000.h5;tail_shake;31846;31868
877_control2_gopro_cut_day4DLC_resnet50_goprovrJul24shuffle1_1030000.h5;tail_shake;32225;32277
877_control2_gopro_cut_day4DLC_resnet50_goprovrJul24shuffle1_1030000.h5;feather_clapping;32277;32470
877_control2_gopro_cut_day4DLC_resnet50_goprovrJul24shuffle1_1030000.h5;tail_shake;32470;32567
877_control2_gopro_cut_day4DLC_resnet50_goprovrJul24shuffle1_1030000.h5;tail_shake;33014;33179
877_control2_gopro_cut_day4DLC_resnet50_goprovrJul24shuffle1_1030000.h5;body_pump;34078;34150
877_control2_gopro_cut_day4DLC_resnet50_goprovrJul24shuffle1_1030000.h5;tail_shake;34350;34412
877_control2_gopro_cut_day4DLC_resnet50_goprovrJul24shuffle1_1030000.h5;tail_shake;36900;36558
877_control2_gopro_cut_day4DLC_resnet50_goprovrJul24shuffle1_1030000.h5;tail_shake;39660;39711
877_control2_gopro_cut_day4DLC_resnet50_goprovrJul24shuffle1_1030000.h5;back_preening;41655;42200
877_control2_gopro_cut_day4DLC_resnet50_goprovrJul24shuffle1_1030000.h5;feather_clapping;42200;42478
877_control2_gopro_cut_day4DLC_resnet50_goprovrJul24shuffle1_1030000.h5;tail_shake;42548;42600
877_control2_gopro_cut_day4DLC_resnet50_goprovrJul24shuffle1_1030000.h5;head_shake;42765;42808
877_control2_gopro_cut_day4DLC_resnet50_goprovrJul24shuffle1_1030000.h5;tail_shake;44050;44150
877_control2_gopro_cut_day4DLC_resnet50_goprovrJul24shuffle1_1030000.h5;head_shake;57106;57148
239_control2_gopro_cut_day4DLC_resnet50_goprovrJul24shuffle1_1030000.h5;head_shake;39387;39428
239_control2_gopro_cut_day4DLC_resnet50_goprovrJul24shuffle1_1030000.h5;front_preening;39600;39727
239_control2_gopro_cut_day4DLC_resnet50_goprovrJul24shuffle1_1030000.h5;back_preening;39771;39895
